Itens;Quantidade; Valor Total ;Data
Creme Morango;3;R$ 2,74;04/01/2023
Creme Morango;8;R$ 7,32;04/01/2023
Creme Morango;2;R$ 1,83;02/02/2023
Creme Morango;1;R$ 0,91;28/01/2023
Limão FRUTA;3;R$ 2,74;13/01/2023
Limão FRUTA;10;R$ 9,14;10/03/2023
Limão FRUTA;4;R$ 3,66;17/03/2023
Limão FRUTA;8;R$ 7,32;26/02/2023
Limão FRUTA;10;R$ 9,14;11/01/2023
Limão FRUTA;6;R$ 5,49;04/02/2023
Limão FRUTA;9;R$ 8,23;04/03/2023
Limão FRUTA;10;R$ 9,14;20/03/2023
Limão FRUTA;4;R$ 3,66;26/01/2023
Limão FRUTA;2;R$ 1,83;23/03/2023
Limão FRUTA;5;R$ 4,57;31/03/2023
Limão FRUTA;2;R$ 1,83;02/01/2023
Limão FRUTA;2;R$ 1,83;01/01/2023
Limão FRUTA;7;R$ 6,40;23/03/2023
Limão FRUTA;9;R$ 8,23;08/02/2023
Limão FRUTA;8;R$ 7,32;21/02/2023
Limão FRUTA;7;R$ 6,40;16/01/2023
Limão FRUTA;9;R$ 8,23;16/02/2023
Limão FRUTA;9;R$ 8,23;28/01/2023
Limão FRUTA;4;R$ 3,66;05/03/2023
Limão FRUTA;8;R$ 7,32;27/03/2023
Limão FRUTA;6;R$ 5,49;11/03/2023
Limão FRUTA;8;R$ 7,32;26/02/2023
Limão FRUTA;8;R$ 7,32;07/02/2023
Limão FRUTA;2;R$ 1,83;27/01/2023
Limão FRUTA;9;R$ 8,23;28/03/2023
Limão FRUTA;10;R$ 9,14;30/03/2023
Limão FRUTA;6;R$ 5,49;26/03/2023
Limão FRUTA;1;R$ 0,91;21/01/2023
Limão FRUTA;3;R$ 2,74;05/03/2023
Limão FRUTA;1;R$ 0,91;28/03/2023
Limão FRUTA;2;R$ 1,83;25/01/2023
Limão FRUTA;9;R$ 8,23;09/03/2023
Limão FRUTA;6;R$ 5,49;29/01/2023
Limão FRUTA;4;R$ 3,66;16/02/2023
Limão FRUTA;5;R$ 4,57;03/01/2023
Limão FRUTA;7;R$ 6,40;31/01/2023
Limão FRUTA;4;R$ 3,66;22/02/2023
Limão FRUTA;1;R$ 0,91;08/01/2023
Limão FRUTA;5;R$ 4,57;22/02/2023
Limão FRUTA;5;R$ 4,57;12/02/2023
Limão FRUTA;1;R$ 0,91;05/03/2023
Limão FRUTA;1;R$ 0,91;16/01/2023
Limão FRUTA;2;R$ 1,83;27/03/2023
Limão FRUTA;2;R$ 1,83;29/01/2023
Limão FRUTA;6;R$ 5,49;22/02/2023
Limão FRUTA;6;R$ 5,49;13/03/2023
Limão FRUTA;7;R$ 6,40;25/01/2023
Limão FRUTA;6;R$ 5,49;29/01/2023
Limão FRUTA;8;R$ 7,32;07/01/2023
Limão FRUTA;5;R$ 4,57;29/03/2023
Limão FRUTA;7;R$ 6,40;04/03/2023
Limão FRUTA;10;R$ 9,14;15/02/2023
Limão FRUTA;8;R$ 7,32;06/03/2023
Limão FRUTA;3;R$ 2,74;14/01/2023
Limão FRUTA;8;R$ 7,32;06/02/2023
Limão FRUTA;9;R$ 8,23;22/02/2023
Limão FRUTA;2;R$ 1,83;08/02/2023
Limão FRUTA;8;R$ 7,32;17/03/2023
Limão FRUTA;6;R$ 5,49;05/01/2023
Limão FRUTA;3;R$ 2,74;19/01/2023
Limão FRUTA;9;R$ 8,23;12/03/2023
Limão FRUTA;7;R$ 6,40;23/03/2023
Limão FRUTA;7;R$ 6,40;21/02/2023
Limão FRUTA;4;R$ 3,66;11/02/2023
Limão FRUTA;7;R$ 6,40;27/03/2023
Limão FRUTA;3;R$ 2,74;13/03/2023
Limão FRUTA;6;R$ 5,49;20/01/2023
Limão FRUTA;8;R$ 7,32;26/01/2023
Limão FRUTA;7;R$ 6,40;19/02/2023
Limão FRUTA;10;R$ 9,14;09/01/2023
Limão FRUTA;3;R$ 2,74;14/01/2023
Limão FRUTA;7;R$ 6,40;05/02/2023
Limão FRUTA;7;R$ 6,40;28/01/2023
Limão FRUTA;4;R$ 3,66;23/03/2023
Limão FRUTA;8;R$ 7,32;24/01/2023
Limão FRUTA;1;R$ 0,91;08/02/2023
Limão FRUTA;8;R$ 7,32;01/02/2023
Limão FRUTA;5;R$ 4,57;11/02/2023
Limão FRUTA;1;R$ 0,91;02/01/2023
Limão FRUTA;10;R$ 9,14;31/03/2023
Limão FRUTA;1;R$ 0,91;30/01/2023
Limão FRUTA;10;R$ 9,14;01/02/2023
Limão FRUTA;10;R$ 9,14;20/01/2023
Limão FRUTA;6;R$ 5,49;25/03/2023
Limão FRUTA;3;R$ 2,74;15/02/2023
Limão FRUTA;4;R$ 3,66;29/01/2023
Limão FRUTA;7;R$ 6,40;24/03/2023
Limão FRUTA;10;R$ 9,14;28/03/2023
Limão FRUTA;6;R$ 5,49;25/02/2023
Pão Pizza G;1;R$ 0,91;23/01/2023
Pão Pizza G;1;R$ 0,91;04/01/2023
Pão Pizza G;8;R$ 7,32;14/01/2023
Pão Pizza G;3;R$ 2,74;25/01/2023
Pão Pizza G;3;R$ 2,74;18/03/2023
Pão Pizza G;8;R$ 7,32;10/02/2023
Pão Pizza G;5;R$ 4,57;13/02/2023
Pão Pizza G;10;R$ 9,14;25/02/2023
Pão Pizza G;3;R$ 2,74;11/01/2023
Pão Pizza G;2;R$ 1,83;07/02/2023
Pão Pizza G;8;R$ 7,32;28/01/2023
Pão Pizza G;2;R$ 1,83;13/02/2023
Pão Pizza G;2;R$ 1,83;23/03/2023
Pão Pizza G;4;R$ 3,66;29/01/2023
Pão Pizza G;7;R$ 6,40;21/01/2023
Pão Pizza G;8;R$ 7,32;24/03/2023
Pão Pizza G;10;R$ 9,14;22/03/2023
Pão Pizza G;7;R$ 6,40;19/03/2023
Pão Pizza G;7;R$ 6,40;16/02/2023
Pão Pizza G;6;R$ 5,49;21/03/2023
Pão Pizza G;10;R$ 9,14;02/02/2023
Pão Pizza G;4;R$ 3,66;14/03/2023
Pão Pizza G;1;R$ 0,91;21/02/2023
Pão Pizza G;7;R$ 6,40;30/03/2023
Pão Pizza G;2;R$ 1,83;11/01/2023
Pão Pizza G;7;R$ 6,40;01/04/2023
Pão Pizza G;8;R$ 7,32;26/03/2023
Pão Pizza G;4;R$ 3,66;08/01/2023
Pão Pizza G;6;R$ 5,49;10/02/2023
Pão Pizza G;9;R$ 8,23;24/02/2023
Pão Pizza G;9;R$ 8,23;20/02/2023
Pão Pizza G;8;R$ 7,32;31/01/2023
Pão Pizza G;3;R$ 2,74;09/03/2023
Pão Pizza G;10;R$ 9,14;27/03/2023
Pão Pizza G;5;R$ 4,57;03/01/2023
Pão Pizza G;10;R$ 9,14;24/03/2023
Pão Pizza G;8;R$ 7,32;26/01/2023
Pão Pizza G;5;R$ 4,57;02/03/2023
Pão Pizza G;10;R$ 9,14;06/02/2023
Pão Pizza G;7;R$ 6,40;20/03/2023
Pão Pizza G;9;R$ 8,23;05/01/2023
Pão Pizza G;5;R$ 4,57;29/01/2023
Pão Pizza G;10;R$ 9,14;07/02/2023
Pão Pizza G;5;R$ 4,57;07/02/2023
Pão Pizza G;9;R$ 8,23;24/03/2023
Pão Pizza G;2;R$ 1,83;03/02/2023
Pão Pizza G;2;R$ 1,83;11/01/2023
Pão Pizza G;9;R$ 8,23;08/02/2023
Pão Pizza G;1;R$ 0,91;31/03/2023
Pão Pizza G;10;R$ 9,14;27/01/2023
Pão Pizza G;1;R$ 0,91;09/03/2023
Pão Pizza G;7;R$ 6,40;04/01/2023
Pão Pizza G;4;R$ 3,66;13/02/2023
Pão Pizza G;8;R$ 7,32;08/03/2023
Pão Pizza G;9;R$ 8,23;12/02/2023
Pão Pizza G;5;R$ 4,57;03/01/2023
Pão Pizza G;5;R$ 4,57;23/01/2023
Pão Pizza G;4;R$ 3,66;07/02/2023
Pão Pizza G;3;R$ 2,74;14/02/2023
Pão Pizza G;9;R$ 8,23;09/03/2023
Pão Pizza G;4;R$ 3,66;30/01/2023
Pão Pizza G;10;R$ 9,14;30/03/2023
Pão Pizza G;6;R$ 5,49;17/03/2023
Pão Pizza G;6;R$ 5,49;16/01/2023
Pão Pizza G;3;R$ 2,74;28/01/2023
Pão Pizza G;8;R$ 7,32;25/02/2023
Pão Pizza G;2;R$ 1,83;07/01/2023
Pão Pizza G;8;R$ 7,32;13/02/2023
Pão Pizza G;2;R$ 1,83;16/02/2023
Pão Pizza G;4;R$ 3,66;09/02/2023
Pão Pizza G;1;R$ 0,91;01/02/2023
Pão Pizza G;6;R$ 5,49;04/03/2023
Pão Pizza G;6;R$ 5,49;27/03/2023
Pão Pizza G;7;R$ 6,40;27/01/2023
Pão Pizza G;9;R$ 8,23;04/02/2023
Pão Pizza G;6;R$ 5,49;22/01/2023
Pão Pizza G;1;R$ 0,91;20/02/2023
Pão Pizza G;2;R$ 1,83;06/03/2023
Pão Pizza G;2;R$ 1,83;23/01/2023
Pão Pizza G;10;R$ 9,14;01/03/2023
Pão Pizza G;5;R$ 4,57;30/03/2023
Pão Pizza G;5;R$ 4,57;27/02/2023
Pão Pizza G;6;R$ 5,49;11/01/2023
Pão Pizza G;8;R$ 7,32;31/01/2023
Pão Pizza G;7;R$ 6,40;23/02/2023
Pão Pizza G;8;R$ 7,32;27/03/2023
Pão Pizza G;8;R$ 7,32;14/01/2023
Pão Pizza G;7;R$ 6,40;07/01/2023
Pão Pizza G;7;R$ 6,40;12/03/2023
Pão Pizza G;9;R$ 8,23;10/02/2023
Pepsi Black;6;R$ 5,49;13/01/2023
Pepsi Black;5;R$ 4,57;26/02/2023
Pepsi Black;8;R$ 7,32;07/01/2023
Pepsi Black;6;R$ 5,49;01/03/2023
Pepsi Black;9;R$ 8,23;14/02/2023
Pepsi Black;8;R$ 7,32;09/01/2023
Pepsi Black;6;R$ 5,49;18/02/2023
Pepsi Black;7;R$ 6,40;29/01/2023
Pepsi Black;10;R$ 9,14;15/02/2023
Pepsi Black;6;R$ 5,49;14/01/2023
Pepsi Black;10;R$ 9,14;28/03/2023
Pepsi Black;9;R$ 8,23;09/02/2023
Pepsi Black;6;R$ 5,49;29/01/2023
Pepsi Black;9;R$ 8,23;01/03/2023
Pepsi Black;2;R$ 1,83;27/01/2023
Pepsi Black;1;R$ 0,91;08/02/2023
Pepsi Black;10;R$ 9,14;31/01/2023
Pepsi Black;1;R$ 0,91;01/03/2023
Pepsi Black;9;R$ 8,23;14/03/2023
Pepsi Black;7;R$ 6,40;24/01/2023
Pepsi Black;1;R$ 0,91;06/03/2023
Pepsi Black;5;R$ 4,57;28/03/2023
Pepsi Black;3;R$ 2,74;24/02/2023
Pepsi Black;10;R$ 9,14;14/02/2023
Pepsi Black;4;R$ 3,66;15/02/2023
Pepsi Black;2;R$ 1,83;01/03/2023
Pepsi Black;7;R$ 6,40;17/03/2023
Pepsi Black;9;R$ 8,23;26/03/2023
Pepsi Black;4;R$ 3,66;06/03/2023
Pepsi Black;9;R$ 8,23;08/01/2023
Pepsi Black;8;R$ 7,32;19/02/2023
Pepsi Black;4;R$ 3,66;03/03/2023
Pepsi Black;7;R$ 6,40;05/01/2023
Pepsi Black;6;R$ 5,49;09/03/2023
Pepsi Black;6;R$ 5,49;06/03/2023
Pepsi Black;4;R$ 3,66;13/01/2023
Pepsi Black;10;R$ 9,14;01/04/2023
Pepsi Black;9;R$ 8,23;26/02/2023
Pepsi Black;7;R$ 6,40;23/03/2023
Pepsi Black;8;R$ 7,32;21/02/2023
Pepsi Black;3;R$ 2,74;11/03/2023
Pepsi Black;10;R$ 9,14;10/03/2023
Pepsi Black;1;R$ 0,91;10/03/2023
Pepsi Black;7;R$ 6,40;01/04/2023
Pepsi Black;7;R$ 6,40;25/02/2023
Pepsi Black;4;R$ 3,66;07/01/2023
Pepsi Black;3;R$ 2,74;01/02/2023
Pepsi Black;7;R$ 6,40;28/01/2023
Pepsi Black;7;R$ 6,40;08/02/2023
Pepsi Black;3;R$ 2,74;26/01/2023
Pepsi Black;7;R$ 6,40;09/03/2023
Pepsi Black;7;R$ 6,40;06/03/2023
Pepsi Black;4;R$ 3,66;06/01/2023
Pepsi Black;4;R$ 3,66;25/03/2023
Pepsi Black;1;R$ 0,91;01/02/2023
Pepsi Black;8;R$ 7,32;31/03/2023
Pepsi Black;6;R$ 5,49;05/01/2023
Pepsi Black;8;R$ 7,32;23/02/2023
Pepsi Black;1;R$ 0,91;28/03/2023
Pepsi Black;4;R$ 3,66;18/01/2023
Pepsi Black;5;R$ 4,57;13/01/2023
Pepsi Black;10;R$ 9,14;11/03/2023
Pepsi Black;5;R$ 4,57;19/01/2023
Pepsi Black;3;R$ 2,74;06/01/2023
Pepsi Black;7;R$ 6,40;24/03/2023
Pepsi Black;10;R$ 9,14;17/01/2023
Pepsi Black;9;R$ 8,23;25/01/2023
Pepsi Black;10;R$ 9,14;15/03/2023
Pepsi Black;8;R$ 7,32;08/03/2023
Pepsi Black;8;R$ 7,32;01/01/2023
Pepsi Black;3;R$ 2,74;27/01/2023
Pepsi Black;7;R$ 6,40;03/02/2023
Pepsi Black;3;R$ 2,74;15/02/2023
Pepsi Black;4;R$ 3,66;24/01/2023
Pepsi Black;10;R$ 9,14;18/02/2023
Pepsi Black;4;R$ 3,66;03/03/2023
Pepsi Black;10;R$ 9,14;03/01/2023
Pepsi Black;5;R$ 4,57;13/01/2023
Pepsi Black;4;R$ 3,66;27/03/2023
Pepsi Black;8;R$ 7,32;27/01/2023
Pepsi Black;8;R$ 7,32;30/01/2023
Pepsi Black;10;R$ 9,14;25/02/2023
Pepsi Black;1;R$ 0,91;03/03/2023
Pepsi Black;9;R$ 8,23;19/03/2023
Pepsi Black;4;R$ 3,66;15/03/2023
Pepsi Black;3;R$ 2,74;04/01/2023
Pepsi Black;5;R$ 4,57;01/04/2023
Pepsi Black;7;R$ 6,40;15/03/2023
Pepsi Black;9;R$ 8,23;26/02/2023
Pepsi Black;8;R$ 7,32;26/02/2023
Pão c/ queijo e presunto;8;R$ 7,32;10/03/2023
Pão c/ queijo e presunto;10;R$ 9,14;02/02/2023
Pão c/ queijo e presunto;8;R$ 7,32;07/02/2023
Pão c/ queijo e presunto;2;R$ 1,83;25/03/2023
Pão c/ queijo e presunto;1;R$ 0,91;03/01/2023
Pão c/ queijo e presunto;6;R$ 5,49;03/03/2023
Pão c/ queijo e presunto;6;R$ 5,49;09/02/2023
Pão c/ queijo e presunto;2;R$ 1,83;04/02/2023
Pão c/ queijo e presunto;3;R$ 2,74;28/01/2023
Pão c/ queijo e presunto;3;R$ 2,74;15/01/2023
Pão c/ queijo e presunto;5;R$ 4,57;21/02/2023
Pão c/ queijo e presunto;7;R$ 6,40;27/02/2023
Pão c/ queijo e presunto;4;R$ 3,66;06/01/2023
Pão c/ queijo e presunto;9;R$ 8,23;10/03/2023
Pão c/ queijo e presunto;1;R$ 0,91;30/03/2023
Pão c/ queijo e presunto;3;R$ 2,74;23/03/2023
Pão c/ queijo e presunto;9;R$ 8,23;18/01/2023
Pão c/ queijo e presunto;9;R$ 8,23;18/03/2023
Pão c/ queijo e presunto;1;R$ 0,91;11/03/2023
Pão c/ queijo e presunto;3;R$ 2,74;18/02/2023
Pão c/ queijo e presunto;1;R$ 0,91;13/01/2023
Pão c/ queijo e presunto;5;R$ 4,57;24/03/2023
Pão c/ queijo e presunto;6;R$ 5,49;28/03/2023
Pão c/ queijo e presunto;6;R$ 5,49;06/01/2023
Pão c/ queijo e presunto;4;R$ 3,66;02/01/2023
Pão c/ queijo e presunto;6;R$ 5,49;10/01/2023
Pão c/ queijo e presunto;9;R$ 8,23;18/02/2023
Pão c/ queijo e presunto;4;R$ 3,66;15/02/2023
Pão c/ queijo e presunto;10;R$ 9,14;05/03/2023
Pão c/ queijo e presunto;3;R$ 2,74;20/01/2023
Pão c/ queijo e presunto;2;R$ 1,83;09/02/2023
Pão c/ queijo e presunto;9;R$ 8,23;26/03/2023
Pão c/ queijo e presunto;10;R$ 9,14;22/03/2023
Pão c/ queijo e presunto;5;R$ 4,57;01/01/2023
Pão c/ queijo e presunto;10;R$ 9,14;23/01/2023
Pão c/ queijo e presunto;9;R$ 8,23;17/01/2023
Pão c/ queijo e presunto;3;R$ 2,74;19/02/2023
Pão c/ queijo e presunto;10;R$ 9,14;01/01/2023
Pão c/ queijo e presunto;7;R$ 6,40;29/01/2023
Pão c/ queijo e presunto;3;R$ 2,74;23/02/2023
Pão c/ queijo e presunto;1;R$ 0,91;02/03/2023
Pão c/ queijo e presunto;3;R$ 2,74;14/02/2023
Pão c/ queijo e presunto;1;R$ 0,91;07/02/2023
Pão c/ queijo e presunto;5;R$ 4,57;28/02/2023
Pão c/ queijo e presunto;5;R$ 4,57;05/01/2023
Pão c/ queijo e presunto;9;R$ 8,23;06/03/2023
Pão c/ queijo e presunto;9;R$ 8,23;05/03/2023
Pão c/ queijo e presunto;6;R$ 5,49;10/03/2023
Pão c/ queijo e presunto;8;R$ 7,32;29/03/2023
Pão c/ queijo e presunto;1;R$ 0,91;21/02/2023
Pão c/ queijo e presunto;6;R$ 5,49;12/02/2023
Pão c/ queijo e presunto;2;R$ 1,83;12/02/2023
Pão c/ queijo e presunto;1;R$ 0,91;03/02/2023
Pão c/ queijo e presunto;9;R$ 8,23;06/02/2023
Pão c/ queijo e presunto;8;R$ 7,32;20/02/2023
Pão c/ queijo e presunto;7;R$ 6,40;02/01/2023
Pão c/ queijo e presunto;5;R$ 4,57;19/03/2023
Pão c/ queijo e presunto;6;R$ 5,49;27/03/2023
Pão c/ queijo e presunto;8;R$ 7,32;06/01/2023
Pão c/ queijo e presunto;7;R$ 6,40;15/02/2023
Pão c/ queijo e presunto;1;R$ 0,91;17/03/2023
Pão c/ queijo e presunto;8;R$ 7,32;09/02/2023
Pão c/ queijo e presunto;3;R$ 2,74;05/01/2023
Pão c/ queijo e presunto;7;R$ 6,40;27/03/2023
Pão c/ queijo e presunto;7;R$ 6,40;10/01/2023
Pão c/ queijo e presunto;6;R$ 5,49;08/02/2023
Pão c/ queijo e presunto;5;R$ 4,57;16/03/2023
Pão c/ queijo e presunto;5;R$ 4,57;24/02/2023
Pão c/ queijo e presunto;6;R$ 5,49;13/03/2023
Pão c/ queijo e presunto;5;R$ 4,57;06/02/2023
Pão c/ queijo e presunto;2;R$ 1,83;25/03/2023
Pão c/ queijo e presunto;6;R$ 5,49;01/02/2023
Pão c/ queijo e presunto;1;R$ 0,91;01/02/2023
Pão c/ queijo e presunto;6;R$ 5,49;04/02/2023
Pão c/ queijo e presunto;3;R$ 2,74;25/03/2023
Pão c/ queijo e presunto;9;R$ 8,23;17/01/2023
Pão c/ queijo e presunto;2;R$ 1,83;15/02/2023
Pão c/ queijo e presunto;10;R$ 9,14;05/02/2023
Pão c/ queijo e presunto;6;R$ 5,49;03/02/2023
Pão c/ queijo e presunto;9;R$ 8,23;09/03/2023
Pão c/ queijo e presunto;9;R$ 8,23;02/02/2023
Pão c/ queijo e presunto;9;R$ 8,23;02/01/2023
Pão c/ queijo e presunto;3;R$ 2,74;23/02/2023
Pão c/ queijo e presunto;1;R$ 0,91;18/03/2023
Pão c/ queijo e presunto;9;R$ 8,23;04/03/2023
Pão c/ queijo e presunto;5;R$ 4,57;27/03/2023
Pão c/ queijo e presunto;5;R$ 4,57;06/03/2023
Pão c/ queijo e presunto;3;R$ 2,74;04/01/2023
Pão c/ queijo e presunto;2;R$ 1,83;26/02/2023
Pão c/ queijo e presunto;10;R$ 9,14;18/01/2023
Tapioca c/ queijo e frango;7;R$ 6,40;14/03/2023
Tapioca c/ queijo e frango;10;R$ 9,14;03/02/2023
Tapioca c/ queijo e frango;4;R$ 3,66;18/03/2023
Tapioca c/ queijo e frango;2;R$ 1,83;16/02/2023
Tapioca c/ queijo e frango;10;R$ 9,14;22/02/2023
Tapioca c/ queijo e frango;5;R$ 4,57;31/01/2023
Tapioca c/ queijo e frango;2;R$ 1,83;02/02/2023
Tapioca c/ queijo e frango;6;R$ 5,49;23/03/2023
Tapioca c/ queijo e frango;2;R$ 1,83;14/01/2023
Tapioca c/ queijo e frango;1;R$ 0,91;16/01/2023
Tapioca c/ queijo e frango;8;R$ 7,32;19/02/2023
Tapioca c/ queijo e frango;9;R$ 8,23;06/01/2023
Tapioca c/ queijo e frango;5;R$ 4,57;12/02/2023
Tapioca c/ queijo e frango;1;R$ 0,91;29/03/2023
Tapioca c/ queijo e frango;4;R$ 3,66;06/01/2023
Tapioca c/ queijo e frango;2;R$ 1,83;19/02/2023
Tapioca c/ queijo e frango;10;R$ 9,14;21/01/2023
Tapioca c/ queijo e frango;6;R$ 5,49;02/03/2023
Tapioca c/ queijo e frango;7;R$ 6,40;27/02/2023
Tapioca c/ queijo e frango;7;R$ 6,40;15/01/2023
Tapioca c/ queijo e frango;3;R$ 2,74;14/03/2023
Tapioca c/ queijo e frango;9;R$ 8,23;24/03/2023
Tapioca c/ queijo e frango;6;R$ 5,49;23/03/2023
Tapioca c/ queijo e frango;2;R$ 1,83;13/03/2023
Tapioca c/ queijo e frango;8;R$ 7,32;02/01/2023
Tapioca c/ queijo e frango;3;R$ 2,74;01/01/2023
Tapioca c/ queijo e frango;8;R$ 7,32;21/03/2023
Tapioca c/ queijo e frango;1;R$ 0,91;25/02/2023
Tapioca c/ queijo e frango;6;R$ 5,49;12/02/2023
Tapioca c/ queijo e frango;5;R$ 4,57;19/03/2023
Tapioca c/ queijo e frango;1;R$ 0,91;03/03/2023
Tapioca c/ queijo e frango;1;R$ 0,91;07/02/2023
Tapioca c/ queijo e frango;5;R$ 4,57;23/01/2023
Tapioca c/ queijo e frango;6;R$ 5,49;11/03/2023
Tapioca c/ queijo e frango;10;R$ 9,14;01/02/2023
Tapioca c/ queijo e frango;3;R$ 2,74;20/02/2023
Tapioca c/ queijo e frango;8;R$ 7,32;17/03/2023
Tapioca c/ queijo e frango;5;R$ 4,57;18/02/2023
Tapioca c/ queijo e frango;2;R$ 1,83;15/03/2023
Tapioca c/ queijo e frango;9;R$ 8,23;17/02/2023
Tapioca c/ queijo e frango;1;R$ 0,91;04/03/2023
Tapioca c/ queijo e frango;3;R$ 2,74;10/01/2023
Tapioca c/ queijo e frango;5;R$ 4,57;17/01/2023
Tapioca c/ queijo e frango;9;R$ 8,23;06/01/2023
Tapioca c/ queijo e frango;4;R$ 3,66;01/01/2023
Tapioca c/ queijo e frango;3;R$ 2,74;03/03/2023
Tapioca c/ queijo e frango;2;R$ 1,83;31/01/2023
Tapioca c/ queijo e frango;8;R$ 7,32;04/01/2023
Tapioca c/ queijo e frango;1;R$ 0,91;05/02/2023
Tapioca c/ queijo e frango;3;R$ 2,74;25/01/2023
Tapioca c/ queijo e frango;9;R$ 8,23;12/03/2023
Tapioca c/ queijo e frango;4;R$ 3,66;04/01/2023
Tapioca c/ queijo e frango;10;R$ 9,14;04/01/2023
Tapioca c/ queijo e frango;6;R$ 5,49;06/02/2023
Tapioca c/ queijo e frango;2;R$ 1,83;13/03/2023
Tapioca c/ queijo e frango;3;R$ 2,74;02/03/2023
Tapioca c/ queijo e frango;2;R$ 1,83;28/03/2023
Tapioca c/ queijo e frango;8;R$ 7,32;27/02/2023
Tapioca c/ queijo e frango;2;R$ 1,83;19/02/2023
Tapioca c/ queijo e frango;1;R$ 0,91;24/03/2023
Tapioca c/ queijo e frango;1;R$ 0,91;18/02/2023
Tapioca c/ queijo e frango;5;R$ 4,57;28/01/2023
Tapioca c/ queijo e frango;2;R$ 1,83;30/03/2023
Tapioca c/ queijo e frango;8;R$ 7,32;24/03/2023
Tapioca c/ queijo e frango;9;R$ 8,23;03/02/2023
Tapioca c/ queijo e frango;6;R$ 5,49;14/03/2023
Tapioca c/ queijo e frango;6;R$ 5,49;22/01/2023
Tapioca c/ queijo e frango;7;R$ 6,40;28/03/2023
Tapioca c/ queijo e frango;10;R$ 9,14;10/03/2023
Tapioca c/ queijo e frango;5;R$ 4,57;17/02/2023
Tapioca c/ queijo e frango;7;R$ 6,40;05/03/2023
Tapioca c/ queijo e frango;8;R$ 7,32;28/03/2023
Tapioca c/ queijo e frango;3;R$ 2,74;26/02/2023
Tapioca c/ queijo e frango;10;R$ 9,14;01/02/2023
Tapioca c/ queijo e frango;4;R$ 3,66;16/02/2023
Tapioca c/ queijo e frango;7;R$ 6,40;27/03/2023
Tapioca c/ queijo e frango;2;R$ 1,83;08/01/2023
Tapioca c/ queijo e frango;6;R$ 5,49;09/03/2023
Tapioca c/ queijo e frango;8;R$ 7,32;15/01/2023
Tapioca c/ queijo e frango;6;R$ 5,49;01/01/2023
Tapioca c/ queijo e frango;4;R$ 3,66;03/02/2023
Tapioca c/ queijo e frango;5;R$ 4,57;20/03/2023
Tapioca c/ queijo e frango;10;R$ 9,14;21/01/2023
Tapioca c/ queijo e frango;4;R$ 3,66;20/01/2023
Tapioca c/ queijo e frango;1;R$ 0,91;04/03/2023
Tapioca c/ queijo e frango;10;R$ 9,14;28/02/2023
Tapioca c/ queijo e frango;2;R$ 1,83;22/02/2023
Tapioca c/ queijo e frango;1;R$ 0,91;05/03/2023
Tapioca c/ queijo e frango;6;R$ 5,49;10/02/2023
Tapioca c/ queijo e frango;2;R$ 1,83;21/03/2023
Pão de batata;2;R$ 1,83;25/01/2023
Pão de batata;1;R$ 0,91;18/01/2023
Pão de batata;1;R$ 0,91;18/03/2023
Pão de batata;4;R$ 3,66;10/02/2023
Pão de batata;10;R$ 9,14;31/03/2023
Pão de batata;9;R$ 8,23;15/01/2023
Pão de batata;8;R$ 7,32;02/01/2023
Pão de batata;10;R$ 9,14;09/02/2023
Pão de batata;9;R$ 8,23;11/03/2023
Pão de batata;9;R$ 8,23;24/02/2023
Pão de batata;9;R$ 8,23;01/02/2023
Pão de batata;6;R$ 5,49;03/03/2023
Pão de batata;1;R$ 0,91;21/03/2023
Pão de batata;10;R$ 9,14;02/01/2023
Pão de batata;5;R$ 4,57;04/01/2023
Pão de batata;4;R$ 3,66;07/01/2023
Pão de batata;3;R$ 2,74;29/01/2023
Pão de batata;3;R$ 2,74;28/03/2023
Pão de batata;5;R$ 4,57;28/02/2023
Pão de batata;6;R$ 5,49;23/02/2023
Pão de batata;6;R$ 5,49;25/02/2023
Pão de batata;9;R$ 8,23;18/03/2023
Pão de batata;3;R$ 2,74;07/01/2023
Pão de batata;9;R$ 8,23;17/03/2023
Pão de batata;5;R$ 4,57;21/01/2023
Pão de batata;1;R$ 0,91;12/01/2023
Pão de batata;2;R$ 1,83;16/01/2023
Pão de batata;5;R$ 4,57;22/02/2023
Pão de batata;7;R$ 6,40;09/03/2023
Pão de batata;2;R$ 1,83;06/02/2023
Pão de batata;1;R$ 0,91;05/01/2023
Pão de batata;4;R$ 3,66;22/03/2023
Pão de batata;9;R$ 8,23;22/01/2023
Pão de batata;8;R$ 7,32;13/03/2023
Pão de batata;6;R$ 5,49;12/02/2023
Pão de batata;3;R$ 2,74;24/03/2023
Pão de batata;4;R$ 3,66;31/01/2023
Pão de batata;2;R$ 1,83;03/03/2023
Pão de batata;6;R$ 5,49;19/03/2023
Pão de batata;4;R$ 3,66;01/02/2023
Pão de batata;7;R$ 6,40;29/01/2023
Pão de batata;10;R$ 9,14;22/03/2023
Pão de batata;8;R$ 7,32;19/02/2023
Pão de batata;10;R$ 9,14;19/01/2023
Pão de batata;9;R$ 8,23;02/03/2023
Pão de batata;8;R$ 7,32;18/03/2023
Pão de batata;5;R$ 4,57;01/04/2023
Pão de batata;1;R$ 0,91;04/03/2023
Pão de batata;9;R$ 8,23;24/03/2023
Pão de batata;10;R$ 9,14;16/02/2023
Pão de batata;9;R$ 8,23;11/01/2023
Pão de batata;8;R$ 7,32;09/02/2023
Pão de batata;10;R$ 9,14;29/03/2023
